gene,0,12,24,48,72,Cluster
A17R_Medtr2g083390_rep2,6.99,23.09,8.37,7.69,8.86,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr7g051020_rep2,15.81,31.75,14.4,15.57,13.08,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr8g068220_rep2,5.75,7.5,5.1,4.25,5.06,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr3g467100_rep2,5.16,9.41,6.79,13.35,24.95,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr6g016800_rep2,1.06,2.39,1.41,1.1,0.79,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr1g103550_rep2,24.81,13.21,9.33,12.47,11.34,Mtr-Shoot-DTW019-DPGP001
A17R_Medtr3g065210_rep2,0.55,1.08,0.37,0.3,0.07,Mtr-Shoot-DTW006-DPGP001
A17R_Medtr8g006780_rep2,1.51,1.7,0.79,1.24,1.17,Mtr-Shoot-DTW004-DPGP002
A17R_Medtr2g010160_rep2,18.84,49.75,25.59,24.72,24.68,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr5g070350_rep2,4.83,3.56,7.82,5.83,7.2,Mtr-Shoot-DTW026-DPGP001
A17R_Medtr2g100620_rep2,42.26,65,34.19,29.07,17.61,Mtr-Shoot-DTW006-DPGP001
A17R_Medtr8g045300_rep2,242.36,305.18,167.81,158.86,140.11,Mtr-Shoot-DTW006-DPGP001
A17R_Medtr4g073540_rep2,54.14,36.7,51.97,61.22,55.45,Mtr-Shoot-DTW040-DPGP001
A17R_Medtr1g041525_rep2,1.71,1.91,1.78,4.69,6.37,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr5g087440_rep2,4.06,6.36,3.71,3.26,2.97,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr3g068030_rep2,9468.74,3856.97,10001.26,9523.05,9418.38,Mtr-Shoot-DTW003-DPGP001
A17R_Medtr2g011240_rep2,0.23,0.2,0.29,0.84,0.25,Mtr-Shoot-DTW012-DPGP004
A17R_Medtr4g131970_rep2,87.49,92.54,107.01,116.03,120.91,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr4g112340_rep2,2.24,2.31,1.83,5.96,4.47,Mtr-Shoot-DTW022-DPGP001
A17R_Medtr6g037530_rep2,25.51,32.19,23.7,23.23,19.31,Mtr-Shoot-DTW006-DPGP002
A17R_Medtr2g008240_rep2,30.27,60.95,24.83,26.13,23.64,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr4g116320_rep2,6.79,12.33,6.26,5.95,5.69,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr3g053510_rep2,190.89,48.44,187.02,166.18,201.6,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr6g085070_rep2,11.71,5.43,8.84,10.09,9.06,Mtr-Shoot-DTW011-DPGP001
A17R_Medtr4g075510_rep2,8.71,34.62,7.53,6.99,4.14,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr5g078290_rep2,154.06,39.75,140.02,117.75,109.15,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr8g062790_rep2,5.58,8.21,6.17,5.46,5.79,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr7g007230_rep2,2364.9,1942.14,2040.28,1747.05,1486.03,Mtr-Shoot-DTW034-DPGP001
A17R_Medtr2g093970_rep2,6.47,4.26,6.57,28.42,25.94,Mtr-Shoot-DTW002-DPGP001
A17R_Medtr1g041545_rep2,4.85,4.65,3.54,6.8,6.52,Mtr-Shoot-DTW026-DPGP002
A17R_Medtr3g114810_rep2,1.11,1.06,0.88,2.22,2.23,Mtr-Shoot-DTW002-DPGP001
A17R_Medtr5g045370_rep2,2.81,0.94,3.72,2.56,2.39,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr4g094220_rep2,0.03,0.03,0.16,0.47,1.17,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr8g468600_rep2,18.72,31.47,16.87,13.23,14.56,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr2g072500_rep2,38.29,30.55,21.52,14.64,16.23,Mtr-Shoot-DTW034-DPGP001
A17R_Medtr8g093750_rep2,21.68,40.63,25.43,20.86,22.56,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr0059s0060_rep2,445.07,256,462.54,439.85,472.65,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr5g087350_rep2,1.01,3.05,0.85,0.76,0.54,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr6g075290_rep2,28.48,69.62,24.46,31.27,27.52,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr2g026030_rep2,3.33,3.39,3.4,4.97,1.85,Mtr-Shoot-DTW027-DPGP002
A17R_Medtr3g099150_rep2,0.23,10.75,0.39,0.62,0.57,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr4g074210_rep2,200.05,39.75,237.92,191.47,244.42,Mtr-Shoot-DTW003-DPGP001
A17R_Medtr3g045190_rep2,99.32,67.96,95.93,108.12,138.94,Mtr-Shoot-DTW007-DPGP001
A17R_Medtr3g104780_rep2,17.43,3.96,17.29,13.76,15.35,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr1g079270_rep2,2.48,3.77,1.66,2.41,1.78,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr4g115390_rep2,1.09,1.57,0.21,0.25,0.3,Mtr-Shoot-DTW043-DPGP001
A17R_Medtr8g020560_rep2,2.3,1.99,0.71,1.58,1.29,Mtr-Shoot-DTW004-DPGP002
A17R_Medtr2g088130_rep2,32.79,11.33,29.69,29.63,34.08,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr7g032660_rep2,2.53,3.17,2.03,2.37,1.71,Mtr-Shoot-DTW006-DPGP002
A17R_Medtr2g027860_rep2,29.44,20.79,35.41,34.47,36.99,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr2g075340_rep2,21.55,16.95,21.15,21.87,22.35,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr4g128820_rep2,2.41,0.05,2.09,0.93,0.58,Mtr-Shoot-DTW018-DPGP001
A17R_Medtr5g081810_rep2,0.6,1.16,2.2,3.41,2.7,Mtr-Shoot-DTW010-DPGP001
A17R_Medtr2g082930_rep2,50.03,150.04,51.49,46.17,54.7,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr8g432350_rep2,1.95,1.96,0.52,4.04,1.18,Mtr-Shoot-DTW023-DPGP002
A17R_Medtr3g105340_rep2,1.21,0.52,1.94,2.04,2.47,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr5g057990_rep2,35.68,65.12,23.43,34.19,31.71,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr3g479470_rep2,6.66,10.45,14.67,38.25,22.12,Mtr-Shoot-DTW022-DPGP001
A17R_Medtr4g122090_rep2,1.41,9.15,0.83,1.15,0.83,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr8g465570_rep2,1.58,1.15,2.14,3.39,4.27,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr5g023760_rep2,5.55,8.99,5.72,4.92,3.65,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr6g028110_rep2,0.88,2.67,1.36,1.15,2.43,Mtr-Shoot-DTW021-DPGP001
A17R_Medtr4g117220_rep2,11.92,18.92,7.06,8.42,7.37,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr8g432670_rep2,1.68,2.88,1.04,1.13,1.34,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr4g088030_rep2,6.94,10.68,6.14,3.99,2.67,Mtr-Shoot-DTW006-DPGP001
A17R_Medtr4g066340_rep2,1.63,4.26,2.1,3.14,2.53,Mtr-Shoot-DTW020-DPGP001
A17R_Medtr6g032995_rep2,2.24,3.12,1.03,1.08,0.68,Mtr-Shoot-DTW043-DPGP001
A17R_Medtr2g079550_rep2,15.72,20.92,15.63,12.54,10.77,Mtr-Shoot-DTW006-DPGP001
A17R_Medtr1g061510_rep2,3.26,7.91,3.67,2.41,2.86,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr1g059520_rep2,2.25,2.06,1.37,0.71,0.74,Mtr-Shoot-DTW034-DPGP001
A17R_Medtr1g110870_rep2,27.11,150.02,38.13,41.9,37.95,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr4g071445_rep2,10.11,17.93,8.33,7.94,6.54,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr8g020670_rep2,22.06,74.97,23.83,28.22,25.05,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr5g095470_rep2,8.83,16.7,9.87,13.38,13.15,Mtr-Shoot-DTW020-DPGP001
A17R_Medtr3g085570_rep2,120.05,67.37,99.36,104.61,98.05,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr1g094155_rep2,16.75,12.6,16.06,15.06,15.47,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr8g066820_rep2,99.8,86.86,141.59,126.07,129.62,Mtr-Shoot-DTW026-DPGP001
A17R_Medtr8g105700_rep2,1.1,1,1.41,2.69,3.66,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr8g015980_rep2,38.23,11.49,28.62,38.73,44.95,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr1750s0010_rep2,6.33,1.89,9.26,5.65,5.32,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr1g008675_rep2,4.6,9.06,5.48,3.59,1.91,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr4g021490_rep2,1.37,7.16,2.82,2.9,1.95,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr2g097410_rep2,10.01,7.59,10.23,12.62,12.9,Mtr-Shoot-DTW037-DPGP002
A17R_Medtr3g032500_rep2,4.29,9.12,4.14,4.14,3.43,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr8g028100_rep2,187.78,100.39,176.34,111.03,119.04,Mtr-Shoot-DTW018-DPGP001
A17R_Medtr5g095910_rep2,1.2,6.41,0.84,1.96,1.73,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr4g094918_rep2,23.05,27.16,12.6,9.73,8.78,Mtr-Shoot-DTW043-DPGP001
A17R_Medtr5g005200_rep2,64.1,98.18,65.32,75.68,85.9,Mtr-Shoot-DTW021-DPGP001
A17R_Medtr5g069800_rep2,2.34,1.65,1.37,1.05,0.7,Mtr-Shoot-DTW034-DPGP001
A17R_Medtr6g028050_rep2,1.84,6.22,2.06,1.9,1.62,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr4g124855_rep2,0.07,0.03,0.09,0.4,1.07,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr2g088400_rep2,70.45,87.44,66.74,68.61,63.82,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr3g101560_rep2,16.1,34.42,8.96,8.74,7.64,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr7g065740_rep2,30.91,120.49,114.07,73.28,57.07,Mtr-Shoot-DTW013-DPGP002
A17R_Medtr2g041470_rep2,26.19,25.61,30.41,40.56,32.12,Mtr-Shoot-DTW022-DPGP001
A17R_Medtr4g011060_rep2,20.45,24.01,60.22,37.57,48.51,Mtr-Shoot-DTW022-DPGP002
A17R_Medtr0024s0260_rep2,140.99,96.37,154.51,158.25,150.37,Mtr-Shoot-DTW003-DPGP001
A17R_Medtr6g004520_rep2,6.35,3.55,6.59,6.25,5.84,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr5g081530_rep2,128.42,9.95,150.91,83.8,78.57,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr8g102660_rep2,4.7,2.6,4.14,4.25,2.6,Mtr-Shoot-DTW030-DPGP001
A17R_Medtr4g021520_rep2,27.78,26.52,25.78,13.94,15.72,Mtr-Shoot-DTW044-DPGP002
A17R_Medtr4g028180_rep2,24.41,27.88,14.7,25.8,33.26,Mtr-Shoot-DTW033-DPGP002
A17R_Medtr6g037000_rep2,0.43,3.88,0.68,1.54,0.87,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr8g076160_rep2,7.23,11.6,14.1,22.77,30.57,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr4g121460_rep2,1.15,24.2,13.36,0.5,0.53,Mtr-Shoot-DTW025-DPGP001
A17R_Medtr7g061840_rep2,30.42,55.67,24.82,25.09,21.92,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr1g116870_rep2,1.4,1.49,1.13,0.62,0.44,Mtr-Shoot-DTW044-DPGP002
A17R_Medtr7g085420_rep2,28.81,48.31,33.8,24.11,25.05,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr6g029460_rep2,7.81,5.08,9.31,8.18,11.92,Mtr-Shoot-DTW007-DPGP001
A17R_Medtr7g099960_rep2,38.85,48.03,30.33,26.14,37.39,Mtr-Shoot-DTW043-DPGP001
A17R_Medtr5g023150_rep2,52.61,29.57,43.45,47.42,42.66,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr6g016275_rep2,27.78,24.67,30.81,29.41,24.7,Mtr-Shoot-DTW027-DPGP002
A17R_Medtr4g035330_rep2,6.02,3.94,6.5,6,7.05,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr3g067580_rep2,16.28,9.22,2.35,1.2,4.67,Mtr-Shoot-DTW019-DPGP001
A17R_Medtr1g095510_rep2,45.65,32.19,52.29,50.14,55.02,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr3g073470_rep2,5.88,8.83,5.66,3.84,3.66,Mtr-Shoot-DTW006-DPGP001
A17R_Medtr5g010120_rep2,0.24,0.2,0.04,0,0.35,Mtr-Shoot-DTW016-DPGP002
A17R_Medtr3g108220_rep2,3.2,1,3,2.88,3.46,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr5g045770_rep2,0,0,0,0,0.05,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr8g019110_rep2,0.31,0.04,0.03,0.22,0.56,Mtr-Shoot-DTW033-DPGP001
A17R_Medtr3g070470_rep2,11.18,18.7,10.92,9.64,11.95,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr0007s0090_rep2,0.98,2.93,0.89,0.86,0.82,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr7g406830_rep2,10.59,24.81,7.47,9.49,12.08,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr3g115150_rep2,4.42,5.92,1.47,0.63,0.42,Mtr-Shoot-DTW006-DPGP002
A17R_Medtr4g115920_rep2,1.54,7.9,1.89,1.81,1.29,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr3g117680_rep2,11.19,20.21,7.76,7.36,7.62,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr7g059010_rep2,0.61,1.95,0.46,0.66,0.28,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr5g072500_rep2,4.53,5,4.85,5.1,6.19,Mtr-Shoot-DTW036-DPGP001
A17R_Medtr3g040410_rep2,3.34,8.35,7.08,6.15,6.97,Mtr-Shoot-DTW005-DPGP001
A17R_Medtr5g059410_rep2,86.4,131.46,64.37,87.51,61.71,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr4g072890_rep2,9.09,0.67,4.43,3.95,3.31,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr2g084215_rep2,0.41,0.19,0.9,0.66,3.21,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr3g111740_rep2,7.27,4.71,3.71,4.08,3.54,Mtr-Shoot-DTW019-DPGP001
A17R_Medtr8g038220_rep2,0.28,0.26,0.25,0.32,0.63,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr5g071990_rep2,4,5.58,6.86,5.95,6.48,Mtr-Shoot-DTW015-DPGP002
A17R_Medtr8g035820_rep2,0.67,0.62,1.53,1.66,2.21,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr8g070860_rep2,67.48,39.64,75.27,61.08,63.42,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr2g094160_rep2,111.92,95.36,116.75,118.92,121.47,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr3g062890_rep2,89.57,201.97,105.06,58.1,54.61,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr0078s0010_rep2,24.98,4.99,23.41,21.21,19.07,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr1g105970_rep2,147.67,59.19,141.54,130.22,139.03,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr5g016100_rep2,58.18,47.72,74.9,66.07,60.84,Mtr-Shoot-DTW026-DPGP001
A17R_Medtr6g015850_rep2,0.32,0.26,0.1,0.16,0.15,Mtr-Shoot-DTW034-DPGP001
A17R_Medtr5g021230_rep2,15.38,27.2,12.59,14.91,13.4,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr8g063200_rep2,4.58,5.5,9.47,10.36,16.48,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr6g045483_rep2,32.2,10.84,24.75,26.23,21.06,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr5g011220_rep2,45.78,68.4,35.4,23.38,13.86,Mtr-Shoot-DTW006-DPGP001
A17R_Medtr4g036815_rep2,2.68,6.22,2.25,2.79,1.86,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr0184s0010_rep2,2.08,3.56,4.4,2.56,5.47,Mtr-Shoot-DTW024-DPGP002
A17R_Medtr3g085370_rep2,99.84,24.07,131.69,96.2,102.86,Mtr-Shoot-DTW003-DPGP001
A17R_Medtr4g129770_rep2,8,0.35,7.1,6.53,8.48,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr6g086600_rep2,57.85,86.33,56.49,49.98,49.06,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr4g086450_rep2,2.99,6.43,2.53,2.16,2,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr4g114730_rep2,12.49,16.9,9.48,8.9,6.23,Mtr-Shoot-DTW006-DPGP001
A17R_Medtr5g015150_rep2,15.39,4.24,15.02,14.28,15.44,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr8g036185_rep2,8.84,17.59,8.22,5.83,7.72,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr1g076570_rep2,148.18,104.22,127.85,121.43,100.25,Mtr-Shoot-DTW031-DPGP002
A17R_Medtr1g088110_rep2,0,0.02,0,0.07,0.61,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr4g120220_rep2,46.01,27.47,41.9,33.07,36.62,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr4g064993_rep2,83.33,43,98.11,87.31,96.63,Mtr-Shoot-DTW003-DPGP001
A17R_Medtr6g092970_rep2,1.31,0.09,1.98,1.85,2.22,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr7g018290_rep2,717.03,192.05,602.56,566.81,563.37,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr6g036750_rep2,3.37,5.23,3.61,3.7,4.06,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr7g074820_rep2,9.19,8.27,13.9,11.94,14.73,Mtr-Shoot-DTW010-DPGP001
A17R_Medtr6g017100_rep2,13.7,16.57,16.16,20.27,20.82,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr4g016920_rep2,2.83,2.31,4.78,4.23,7.67,Mtr-Shoot-DTW007-DPGP001
A17R_Medtr1g088230_rep2,9.01,1.47,15.64,14.53,17.85,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr5g085990_rep2,4.5,1.97,3.68,3.95,3.46,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr8g075110_rep2,79.38,65.72,103.99,120.79,130.64,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr4g066020_rep2,0.03,14.93,0.06,0.1,0.07,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr3g016080_rep2,5.88,3.04,11.91,32.7,53.62,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr4g094555_rep2,0.04,0.06,0,0.11,0.09,Mtr-Shoot-DTW026-DPGP002
A17R_Medtr4g128260_rep2,7.24,10.7,5.39,5.3,5.14,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr8g099065_rep2,2.83,7.94,4.18,7.3,6.28,Mtr-Shoot-DTW020-DPGP001
A17R_Medtr4g109190_rep2,4.44,12.14,3.86,5.14,5.32,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr1g085070_rep2,13.72,11.66,19.72,12.25,19.01,Mtr-Shoot-DTW021-DPGP002
A17R_Medtr1g017390_rep2,106.09,91.52,106.54,158.02,132.92,Mtr-Shoot-DTW022-DPGP001
A17R_Medtr1g080440_rep2,7.4,6.7,2.05,1.26,0.69,Mtr-Shoot-DTW034-DPGP001
A17R_Medtr1g008380_rep2,1.46,3.25,1.4,1.25,1.03,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr8g027540_rep2,4.55,3.44,3.58,5.02,4.58,Mtr-Shoot-DTW016-DPGP001
A17R_Medtr8g064530_rep2,15.63,8.21,5.7,12.41,10.83,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr4g094832_rep2,3.94,15.85,4.47,5.35,4.21,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr2g034750_rep2,2.72,15.03,2.84,2.58,2,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr2g064495_rep2,0.89,2.33,1.04,1.01,1.07,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr8g461110_rep2,6.41,8.2,12.16,22.69,27.92,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr8g103380_rep2,14.56,26.39,13.82,15.19,16.54,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr8g027375_rep2,2.94,4.85,1.77,1.66,1.27,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr5g026970_rep2,1.44,0.82,0.38,0.49,0.31,Mtr-Shoot-DTW034-DPGP001
A17R_Medtr2g011450_rep2,7.79,1.54,2.8,4.4,5,Mtr-Shoot-DTW011-DPGP001
A17R_Medtr7g106650_rep2,15.86,10.37,17.15,17.64,17.91,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr2g064940_rep2,0,0.06,0.05,0.6,0.98,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr3g087325_rep2,1.62,0.17,0.1,0.55,0.36,Mtr-Shoot-DTW019-DPGP001
A17R_Medtr7g014610_rep2,17.61,50.85,18.45,17.27,17.62,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr8g069925_rep2,0.88,1.29,1.9,8.47,12.94,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr2g005690_rep2,266.98,227.68,299.98,369.87,301.05,Mtr-Shoot-DTW040-DPGP001
A17R_Medtr2g039960_rep2,111.14,110.87,125.28,134.05,142.03,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr4g050000_rep2,31.05,5.63,27.24,35.39,33.68,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr4g068780_rep2,5.78,2.08,6.83,5.8,5.36,Mtr-Shoot-DTW003-DPGP001
A17R_Medtr5g027220_rep2,53.12,77.74,45.25,39.74,36.74,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr0922s0020_rep2,13.28,19.27,14.09,11.38,11.75,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr3g016215_rep2,6.5,0.41,8.31,4.89,7.16,Mtr-Shoot-DTW035-DPGP001
A17R_Medtr2g101400_rep2,0.68,0.26,0.66,0.36,0.32,Mtr-Shoot-DTW018-DPGP001
A17R_Medtr3g083180_rep2,23.64,33.91,21.49,23.45,21.31,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr3g090550_rep2,18.89,15.29,20.29,17.23,17.67,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr2g027550_rep2,41.36,10.48,23.39,10.54,13.05,Mtr-Shoot-DTW031-DPGP001
A17R_Medtr8g039530_rep2,4.47,9.1,4.82,4.76,5.08,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr7g112560_rep2,2.96,2.88,11.49,4.5,33.41,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr4g478180_rep2,0.1,0,0.07,0.13,0.34,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr8g058590_rep2,4.42,6.81,0.23,0.36,0.18,Mtr-Shoot-DTW043-DPGP001
A17R_Medtr1g021570_rep2,8.96,14.66,9.39,7.37,6.87,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr5g091340_rep2,25.16,79.44,23.75,18.8,17.17,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr7g095710_rep2,18.41,19.23,14.89,37.5,37.02,Mtr-Shoot-DTW002-DPGP001
A17R_Medtr6g090535_rep2,43.15,44.11,29.27,19.43,22.09,Mtr-Shoot-DTW006-DPGP001
A17R_Medtr8g044230_rep2,7.82,15.82,3.52,5.87,4.65,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr7g033570_rep2,1.54,41.14,24.65,0.1,0.87,Mtr-Shoot-DTW025-DPGP001
A17R_Medtr3g084410_rep2,25.14,29.78,37.45,30.16,39.9,Mtr-Shoot-DTW024-DPGP002
A17R_Medtr4g128600_rep2,39.86,40.53,44.34,47.61,46.85,Mtr-Shoot-DTW010-DPGP001
A17R_Medtr6g471160_rep2,47.64,67.05,33.7,35.93,37.08,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr7g012330_rep2,0.69,9.52,2.55,2.12,2.94,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr3g108190_rep2,0.47,0.17,0.16,0.23,0.42,Mtr-Shoot-DTW011-DPGP001
A17R_Medtr8g088030_rep2,41.39,82.24,42.6,45.81,48.64,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr7g100430_rep2,1.31,3.23,0.79,1.23,0.94,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr1g084760_rep2,86.67,74.91,89.2,80.77,80.82,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr3g049150_rep2,0.21,4.22,0.48,0.72,1.41,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr8g096080_rep2,12.28,31.81,12.8,15.46,15.38,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr4g093920_rep2,0.08,0,0.27,1.1,1.99,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr5g064640_rep2,4.08,2.43,2.65,8.67,7.24,Mtr-Shoot-DTW002-DPGP001
A17R_Medtr8g018620_rep2,0.44,0.94,0.02,0.01,0.03,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr7g095920_rep2,21.03,36.89,13.43,11.17,10.06,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr4g019370_rep2,1.93,5.38,1.63,2.12,1.95,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr6g086560_rep2,6.5,33.8,4.84,5.07,6.33,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr3g079680_rep2,6.25,12.2,7.66,6.92,6.27,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr5g009770_rep2,3.79,8.61,4.17,4.29,4.84,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr4g087160_rep2,9.76,239.2,8.49,12.64,10.81,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr8g096310_rep2,0.45,0.21,3.34,9.85,10.29,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr1g013400_rep2,9.85,3.88,12.37,5.5,6.03,Mtr-Shoot-DTW018-DPGP001
A17R_Medtr8g102150_rep2,148.2,19.87,81,78.55,88.54,Mtr-Shoot-DTW011-DPGP001
A17R_Medtr3g082630_rep2,0.11,80.79,0.42,0.31,0.35,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr6g087590_rep2,1.5,1.36,1.59,2.12,2.01,Mtr-Shoot-DTW002-DPGP001
A17R_Medtr4g121860_rep2,16.14,23.07,16.65,13.52,16.44,Mtr-Shoot-DTW045-DPGP001
A17R_Medtr8g027885_rep2,32.7,51.46,38.19,25.64,21.01,Mtr-Shoot-DTW027-DPGP001
